a,b,stratum,core_fit,rms,max,same_sg,same_res
3NXU,6BDK,holo-holo different ligand,0.9874289292847218,4.402571082177369,5.493983412412731,False,False
3NXU,6MA6,holo-holo different ligand,1.0075677721724186,4.539006051281,5.657002144706247,False,False
3NXU,6MA7,holo-holo different ligand,1.0669764806921407,4.788416659136412,5.883779088164119,False,False
3NXU,6OO9,holo-holo different ligand,1.1556842060676689,4.641090640204758,5.841547897625492,False,False
3NXU,6OOB,holo-holo different ligand,1.113629914297869,4.74025767112324,6.143535889615161,False,False
3NXU,6UNJ,holo-holo different ligand,0.4449236291873151,5.809821282780035,7.291744284055846,True,False
3NXU,7KVH,holo-holo different ligand,0.4531775102523372,0.6937277647259232,0.9635277767998093,True,False
3NXU,7KVK,holo-holo different ligand,0.4330611583144073,0.6353314114734431,1.0410668606253917,True,False
3NXU,7KVN,holo-holo different ligand,0.45755966505873313,0.6119155448395982,0.7623338759189413,True,False
3NXU,7KVO,holo-holo different ligand,0.49180219097433553,0.7231951204623798,1.1933924577020283,False,False
3NXU,7KVQ,holo-holo different ligand,0.4802025259392601,0.6655937401973523,1.0567577564668955,True,False
3NXU,7KVS,holo-holo different ligand,0.3926570700013695,0.9674502433213515,1.9033941743063303,True,False
3NXU,7UFA,holo-holo different ligand,0.7551079617552742,8.491354735290983,10.312376232292632,False,False
3NXU,7UFB,holo-holo different ligand,1.0014348296798525,4.491843655472099,5.612514972728065,False,False
3NXU,7UFC,holo-holo different ligand,0.9678597405050948,4.297150420944677,5.763543766622086,False,False
3NXU,7UFD,holo-holo different ligand,0.9435045309408365,4.243390296896384,5.625894535999217,False,False
3NXU,7UFE,holo-holo different ligand,0.4236321512803282,0.43629510042641795,0.659617109933987,True,False
3NXU,7UFF,holo-holo different ligand,0.4261670451882189,0.43728214024161366,0.6790904286879584,True,False
3NXU,8EWS,holo-holo different ligand,0.6129196409907807,7.709443718498446,8.713097596654373,False,False
3NXU,8EXB,holo-holo different ligand,0.5207177791670496,8.296311617222933,9.738780474820686,False,True
3NXU,8SO1,holo-holo different ligand,1.0344707371771236,4.466749677681682,5.802587739980232,False,True
3NXU,8SO2,holo-holo different ligand,1.0532773563859457,4.201230599330446,5.267684824672847,False,False
3NXU,8SPD,holo-holo different ligand,1.2206408316651696,8.512181674624124,10.244306573535642,False,False
3NXU,9BV5,holo-holo different ligand,1.0555029964045723,4.394027446429056,5.340479978933205,False,False
3NXU,9BV8,holo-holo different ligand,0.9929307439971097,4.385199283571775,5.4818451487326305,False,False
3NXU,9BV9,holo-holo different ligand,0.9942221635010968,4.4706707749107055,5.55777448615951,False,False
3NXU,9BVA,holo-holo different ligand,0.9700420518846945,4.526622629179682,5.5545399451175115,False,False
3NXU,9BVB,holo-holo different ligand,0.9738330649393598,4.442440053399238,5.526777286663392,False,False
3NXU,9BVC,holo-holo different ligand,0.9925764598307529,4.433990326483979,5.369525845818081,False,False
3NXU,9PLJ,holo-holo different ligand,1.0760235074509434,4.662009239040462,6.055452101803665,False,False
3NXU,9YK4,holo-holo different ligand,0.9970261570623203,4.448869936369647,5.525796115561473,False,False
3UA1,4D6Z,holo-holo different ligand,0.23792739176956607,0.2939707680167982,0.4086127327077419,True,False
3UA1,4D75,holo-holo different ligand,0.45317833203912483,0.5798254635170523,1.0301703606985608,True,False
3UA1,4D78,holo-holo different ligand,0.6232733763476608,4.623228490558374,6.657872696238126,True,False
3UA1,4D7D,holo-holo different ligand,0.6633269981410104,4.336340837574137,7.12529677623965,True,False
3UA1,4I4G,holo-holo different ligand,0.7077765602541045,5.217660907055812,7.482715834375631,True,False
3UA1,4I4H,holo-holo different ligand,0.6983251230416652,4.517744487146857,5.570168087391578,True,False
3UA1,4K9T,holo-holo different ligand,0.7173791734905195,4.421538773139648,6.684733445105132,True,False
3UA1,4K9V,holo-holo different ligand,0.4019526506172562,1.128331792473077,2.18421444249119,True,False
3UA1,4K9W,holo-holo different ligand,1.0702566836117295,4.558316970089061,5.84943942206627,False,False
3UA1,4NY4,holo-holo different ligand,0.5543851759828713,1.2332680869639723,2.3560325255513184,True,False
3UA1,5TE8,holo-holo different ligand,0.5202963584497102,7.243442126051477,11.940580199464515,False,False
3UA1,5VC0,holo-holo different ligand,0.8918462089247965,4.963875730327438,6.613015491173776,True,False
3UA1,5VCE,holo-holo different ligand,0.5904704747156647,0.845546923578444,1.1129142958862581,True,False
3UA1,5VCG,holo-holo same ligand,0.3703535223963992,0.4996644837529484,0.6381572175096335,True,False
3UA1,6BCZ,holo-holo different ligand,0.46651049540206224,0.42360526391155234,0.7140604095987997,True,False
3UA1,6BD5,holo-holo different ligand,0.3905932082269819,0.3323386145631402,0.4610680400370529,True,False
3UA1,6BD6,holo-holo different ligand,0.5099303266765824,1.1418211682914758,2.1658672696480266,True,False
3UA1,6BD7,holo-holo different ligand,0.5093737353807309,0.4830163136667476,0.695478861262528,True,False
3UA1,6BD8,holo-holo different ligand,0.4668605726675468,0.6462419208383661,1.0613396945710747,True,False
3UA1,6BDI,holo-holo different ligand,0.4765353184278943,0.4090871363394891,0.703238181498096,True,False
3UA1,6BDK,holo-holo different ligand,0.4691338760113797,0.4212244079620053,0.7528335007316784,True,False
3UA1,6MA6,holo-holo different ligand,0.45814581343252864,0.5329447829956434,0.7171931530693636,True,True
3UA1,6MA7,holo-holo different ligand,0.476687436040023,0.5516135267808997,0.892162097044714,True,False
3UA1,6OO9,holo-holo different ligand,0.4055233381168197,0.3397554409784479,0.4938953127914607,True,False
3UA1,6OOB,holo-holo different ligand,0.3917273998769143,0.37022197438646515,0.48766084974490015,True,False
3UA1,6UNJ,holo-holo different ligand,0.9134483345761968,4.350180913196152,6.858440557854778,False,False
3UA1,7KVH,holo-holo different ligand,0.7964287647818309,4.838708665258678,6.155890920981251,False,False
3UA1,7KVK,holo-holo different ligand,0.9936977858778931,4.44873793059249,5.537507067547427,False,False
3UA1,7KVN,holo-holo different ligand,0.7706254725381614,4.648294041872722,5.716283602091705,False,False
3UA1,7KVO,holo-holo different ligand,0.8860460985831508,4.341380164523916,5.405103625008348,False,False
3UA1,7KVQ,holo-holo different ligand,0.7812411927019088,4.383009744014142,5.523067548872853,False,False
3UA1,7KVS,holo-holo different ligand,0.9536022998769121,4.334505256753953,5.579856996286055,False,False
3UA1,7UFA,holo-holo different ligand,0.5244611018315275,7.054649707834003,8.830686143762733,True,False
3UA1,7UFB,holo-holo different ligand,0.4354992951003649,0.2954833781609431,0.4299788772414717,True,False
3UA1,7UFC,holo-holo different ligand,0.5180531294007702,0.9237911393439807,1.4673186108495582,True,False
3UA1,7UFD,holo-holo different ligand,0.5084606670163001,0.9936842886017277,1.5805738910207099,True,False
3UA1,7UFE,holo-holo different ligand,0.9552954337248687,4.475953109356727,5.571620296942937,False,False
3UA1,7UFF,holo-holo different ligand,0.9553956120227755,4.496583675022079,5.581208155583415,False,False
3UA1,8EWS,holo-holo different ligand,0.6570429757329044,7.151276333277148,8.790263849996697,True,True
3UA1,8EXB,holo-holo different ligand,0.7384067817732087,6.977042298464968,8.587690360156504,True,False
3UA1,8SO1,holo-holo different ligand,0.3687864595859979,0.4761670759687889,0.6132251825945451,True,False
3UA1,8SO2,holo-holo different ligand,0.3915608724314874,0.7998015088737811,1.4976487460969332,True,True
3UA1,8SPD,holo-holo different ligand,0.43893360095918454,7.253756839080133,8.987298963859708,True,False
3UA1,9BV5,holo-holo different ligand,0.6283444489866383,0.5600318948964055,0.9574095847771082,True,False
3UA1,9BV8,holo-holo different ligand,0.42843891980280785,0.5452295241580897,0.8362892149262682,True,False
3UA1,9BV9,holo-holo different ligand,0.48213311119311425,0.6365178518196388,0.8752513935798861,True,False
3UA1,9BVA,holo-holo different ligand,0.3999603506076604,0.5698746490387052,0.8453161824224643,True,False
3UA1,9BVB,holo-holo different ligand,0.4686616962323514,0.6237674542548971,0.8736180284991458,True,False
3UA1,9BVC,holo-holo different ligand,0.4571010117113846,0.7461009825086865,1.1175459012779294,True,False
3UA1,9PLJ,holo-holo different ligand,0.40395742276779134,0.28926973208145956,0.5042855484908403,True,False
3UA1,9YK4,holo-holo different ligand,0.33919573267411596,0.3121285936137391,0.419459985531222,True,False
4D6Z,4D75,holo-holo same ligand,0.367333401925994,0.4616184948778824,0.9961974402047375,True,False
4D6Z,4D78,holo-holo different ligand,0.6189294717645676,4.608826344417627,6.485925423199406,True,False
4D6Z,4D7D,holo-holo different ligand,0.65474404263199,4.310428164968375,7.014583875651605,True,False
4D6Z,4I4G,holo-holo different ligand,0.689417146534382,5.2217929569999235,7.336941527773231,True,False
4D6Z,4I4H,holo-holo different ligand,0.6857937133696757,4.514995348174352,5.8124520809559135,True,False
4D6Z,4K9T,holo-holo different ligand,0.7221198016500491,4.481336490884092,6.52456225903897,True,False
4D6Z,4K9V,holo-holo different ligand,0.3787429652524216,1.015876241670301,2.1026953179828847,True,False
4D6Z,4K9W,holo-holo different ligand,0.9867911756752535,4.615613655270952,5.749215470102571,False,False
4D6Z,4NY4,holo-holo different ligand,0.47694327360280975,1.0517813434963985,2.115415135650292,True,False
4D6Z,5TE8,holo-holo different ligand,0.4691604032223987,7.207654865897129,11.875773149738567,False,False
4D6Z,5VC0,holo-holo different ligand,0.865039699446941,5.00069611596369,6.469273534447209,True,False
4D6Z,5VCE,holo-holo different ligand,0.5290540496285976,0.7273480879494512,0.9439285894274174,True,False
4D6Z,5VCG,holo-holo different ligand,0.42308994277471257,0.3748343777532261,0.5363490468121941,True,False
4D6Z,6BCZ,holo-holo different ligand,0.25098653703048074,0.2987250938061183,0.44587248818301634,True,False
4D6Z,6BD5,holo-holo different ligand,0.29237825435121645,0.23728628045463898,0.30966510835278976,True,False
4D6Z,6BD6,holo-holo different ligand,0.4164355433423102,1.0719899594086781,1.9866612160937764,True,False
4D6Z,6BD7,holo-holo different ligand,0.26690708337976254,0.3878697478000819,0.45964160856411407,True,False
4D6Z,6BD8,holo-holo different ligand,0.37815972667745207,0.6634438692649212,0.7876062681832243,True,False
4D6Z,6BDI,holo-holo different ligand,0.23492527898570478,0.2615869788329054,0.43317040129360407,True,False
4D6Z,6BDK,holo-holo different ligand,0.22407878826412445,0.30913235752115525,0.4848142579441626,True,False
4D6Z,6MA6,holo-holo different ligand,0.24665394065043436,0.40420535610552477,0.516673357113845,True,False
4D6Z,6MA7,holo-holo different ligand,0.26915958383286676,0.5519592381978902,0.7159367367758975,True,False
4D6Z,6OO9,holo-holo different ligand,0.30060155553735707,0.28741829562448906,0.43773950648215604,True,False
4D6Z,6OOB,holo-holo different ligand,0.297470696932193,0.44289068137018645,0.5771252540161662,True,False
4D6Z,6UNJ,holo-holo different ligand,0.8922236903559786,4.381435036095656,6.8123710135061275,False,False
4D6Z,7KVH,holo-holo different ligand,0.7771809616119064,4.8372556430927425,6.380968293237377,False,False
4D6Z,7KVK,holo-holo different ligand,0.8663929238175597,4.515401139665146,5.788724148263355,False,False
4D6Z,7KVN,holo-holo different ligand,0.7553300566472937,4.637160606313939,5.925031088999058,False,False
4D6Z,7KVO,holo-holo different ligand,0.7613803193639603,4.398335903176856,5.644126294760956,False,False
4D6Z,7KVQ,holo-holo different ligand,0.7749293700501739,4.376687632919839,5.729001712133383,False,False
4D6Z,7KVS,holo-holo different ligand,0.8112744034844096,4.412327746748195,5.831428338371103,False,False
4D6Z,7UFA,holo-holo different ligand,0.39187762536217113,7.077453982334065,8.801709431339543,True,False
4D6Z,7UFB,holo-holo different ligand,0.20575373871759267,0.21935424755025706,0.40079693105319003,True,False
4D6Z,7UFC,holo-holo different ligand,0.36979706894694436,0.7467246544209513,1.2511195249426377,True,False
4D6Z,7UFD,holo-holo different ligand,0.3636575459013085,0.8030010370082916,1.362949037095234,True,False
4D6Z,7UFE,holo-holo different ligand,0.8330145567884221,4.526193675596939,5.661554020362177,False,False
4D6Z,7UFF,holo-holo different ligand,0.8331034245073102,4.547868038963738,5.705248796596889,False,False
4D6Z,8EWS,holo-holo different ligand,0.5752233290705252,7.219735079237983,9.10242874803386,True,False
4D6Z,8EXB,holo-holo different ligand,0.6487936490657001,7.038182797539351,8.660966306810902,True,False
4D6Z,8SO1,holo-holo different ligand,0.23705329928770752,0.38767804986017035,0.5657907235183244,True,False
4D6Z,8SO2,holo-holo different ligand,0.2489706677802894,0.667471000690848,1.289150419029324,True,False
4D6Z,8SPD,holo-holo different ligand,0.4135118441329178,7.29503672256194,8.92319109589062,True,False
4D6Z,9BV5,holo-holo different ligand,0.23064203858983773,0.3337875900488464,0.5946522529857168,True,False
4D6Z,9BV8,holo-holo different ligand,0.28381687071000294,0.34572044968152754,0.6171112272255047,True,False
4D6Z,9BV9,holo-holo different ligand,0.3246412428413673,0.5037189125010053,0.6366676108808712,True,False
4D6Z,9BVA,holo-holo different ligand,0.3481861425404241,0.46298376493808496,0.555939229668379,True,False
4D6Z,9BVB,holo-holo different ligand,0.32891895181944564,0.49488124832754427,0.5888516966423419,True,False
4D6Z,9BVC,holo-holo different ligand,0.32008047812865253,0.6211648956982041,0.8656066387800274,True,False
4D6Z,9PLJ,holo-holo different ligand,0.2868467381644525,0.4321780753758564,0.5531207528947579,True,False
4D6Z,9YK4,holo-holo different ligand,0.15005983366532835,0.0910277972774964,0.10778454988316886,True,False
4D75,4D78,holo-holo different ligand,0.4899328812100447,4.514643516018812,6.361877001449478,True,False
4D75,4D7D,holo-holo different ligand,0.6164454810776144,4.134766277777492,6.853954020859513,True,False
4D75,4I4G,holo-holo different ligand,0.6623775673983201,5.073916434828339,7.135446157134111,True,False
4D75,4I4H,holo-holo different ligand,0.6502620868640367,4.414104187605691,6.01634769420056,True,False
4D75,4K9T,holo-holo different ligand,0.5636647228875503,4.488491077321781,6.3623608995164975,True,False
4D75,4K9V,holo-holo different ligand,0.30985560989086036,0.9002658688359312,1.9138649475203313,True,False
4D75,4K9W,holo-holo different ligand,0.9889273426393369,4.4480019282874546,5.859570018540838,False,False
4D75,4NY4,holo-holo different ligand,0.4126533024966989,0.9056001761739809,1.759614038463217,True,False
4D75,5TE8,holo-holo different ligand,0.6360556699230767,7.134853830471057,11.720466310326719,False,False
4D75,5VC0,holo-holo different ligand,0.9045176247515839,4.7838670539393755,6.395518627454528,True,False
4D75,5VCE,holo-holo different ligand,0.5930594176251062,0.6127593777082174,0.8671187208445668,True,True
4D75,5VCG,holo-holo different ligand,0.4109843299016917,0.5655230439973845,0.8316946934327905,True,True
4D75,6BCZ,holo-holo different ligand,0.49853078094138925,0.43000953955552446,0.9394460562381226,True,True
4D75,6BD5,holo-holo different ligand,0.4880175488343499,0.48223081184010946,0.9042431239495277,True,False
4D75,6BD6,holo-holo different ligand,0.4879186205755137,0.862335079706812,1.5779211245303832,True,False
4D75,6BD7,holo-holo different ligand,0.48615140822601866,0.4179704974724655,0.8145835694377507,True,False
4D75,6BD8,holo-holo different ligand,0.5658202439010472,0.5798440189420297,0.7470331053256527,True,False
4D75,6BDI,holo-holo different ligand,0.47648864849087363,0.46829590293816514,0.9844536291149,True,False
4D75,6BDK,holo-holo different ligand,0.4906643508171829,0.4784814809842929,1.0112997510326946,True,False
4D75,6MA6,holo-holo different ligand,0.49431868196362744,0.41578770754841865,0.9078705791558921,True,False
4D75,6MA7,holo-holo different ligand,0.5099484795776383,0.7588419999086454,1.3366583616363663,True,False
4D75,6OO9,holo-holo different ligand,0.5198501740602436,0.5425037289409155,1.0305552664296682,True,True
4D75,6OOB,holo-holo different ligand,0.5001024444599061,0.7444058833552208,1.31121869462747,True,True
4D75,6UNJ,holo-holo different ligand,0.8118700006511348,4.447658698909961,6.616574701736187,False,False
4D75,7KVH,holo-holo different ligand,0.7224871450121914,4.7258125138216736,6.574947332533103,False,False
4D75,7KVK,holo-holo different ligand,1.033047222141314,4.300142740498212,5.942051266565518,False,False
4D75,7KVN,holo-holo different ligand,0.775378724672248,4.501785977087655,6.120099552744455,False,False
4D75,7KVO,holo-holo different ligand,0.9382878717277044,4.2008961978127966,5.806017130849232,False,False
4D75,7KVQ,holo-holo different ligand,0.7428512998288952,4.272137087630023,5.939254710952347,False,False
4D75,7KVS,holo-holo different ligand,0.917775696947461,4.233209998894188,5.997961771883218,False,False
4D75,7UFA,holo-holo different ligand,0.4687117088319257,7.170051172155935,8.631546001285082,True,False
4D75,7UFB,holo-holo different ligand,0.4776048536340348,0.48571635647876177,1.035440819506508,True,True
4D75,7UFC,holo-holo different ligand,0.5183410183240573,0.5987266830546303,1.009197177411693,True,False
4D75,7UFD,holo-holo different ligand,0.4797374606435716,0.6775727920910382,1.1049906087549202,True,False
4D75,7UFE,holo-holo different ligand,1.0057986149842721,4.327166945585979,5.830936998714106,False,False
4D75,7UFF,holo-holo different ligand,1.006760827551662,4.349642507880011,5.874850103201208,False,False
4D75,8EWS,holo-holo different ligand,0.5135317326654489,7.246228143255293,9.143213808566939,True,False
4D75,8EXB,holo-holo different ligand,0.5743651470866166,7.114190809053355,8.69451251630739,True,False
4D75,8SO1,holo-holo different ligand,0.46533846719743743,0.6477215854310956,1.0265035448437292,True,False
4D75,8SO2,holo-holo different ligand,0.4792154653482822,0.6842593718263177,1.0581733846175692,True,False
4D75,8SPD,holo-holo different ligand,0.5783753969625783,7.3274641602812585,8.732992502369619,True,False
4D75,9BV5,holo-holo different ligand,0.7066542118500079,0.46943522731589254,0.9800244097804928,True,False
4D75,9BV8,holo-holo different ligand,0.41703301287121736,0.5124515150476047,1.099381266976506,True,False
4D75,9BV9,holo-holo different ligand,0.5052811382153689,0.5945547925692308,1.2076298578452231,True,False
4D75,9BVA,holo-holo different ligand,0.4633388601422977,0.49429697576536097,0.9361082699516584,True,False
4D75,9BVB,holo-holo different ligand,0.4782221018453112,0.5804616735708883,1.181458671066926,True,False
4D75,9BVC,holo-holo different ligand,0.4457619697127256,0.588132057952346,1.0078848370385796,True,False
4D75,9PLJ,holo-holo different ligand,0.48059910481004103,0.6802013604955078,1.1272856810658223,True,False
4D75,9YK4,holo-holo different ligand,0.401162877369172,0.49228768287978203,1.0753484003448375,True,False
4D78,4D7D,holo-holo different ligand,0.2546265680733754,1.2668770425831402,1.8981714958225595,True,True
4D78,4I4G,holo-holo different ligand,0.23706784342752535,0.9557937442875457,1.602144467820317,True,False
4D78,4I4H,holo-holo different ligand,0.26997927379508746,0.9957300985942497,1.5031383712641773,True,False
4D78,4K9T,holo-holo different ligand,0.3075428004394003,6.1667715838151596,7.838656752006089,True,False
4D78,4K9V,holo-holo different ligand,0.40389098361283,4.481879671612501,5.5848520937901975,True,False
4D78,4K9W,holo-holo different ligand,0.5209510126648936,0.8959612085461217,1.310658164958898,False,False
4D78,4NY4,holo-holo different ligand,0.5156087706486938,4.2464063319704515,5.675994663325189,True,False
4D78,5TE8,holo-holo different ligand,0.8394560901074634,9.689899584820528,16.545356381664575,False,False
4D78,5VC0,holo-holo different ligand,0.41732908115382644,0.7458965249840047,1.1701500803757354,True,False
4D78,5VCE,holo-holo different ligand,0.36590099749745,4.3544545390468805,6.300641914684497,True,False
4D78,5VCG,holo-holo different ligand,0.5265641005180449,4.633762865737041,6.590468824655829,True,False
4D78,6BCZ,holo-holo different ligand,0.4935393932443752,4.478097017520942,6.265750419946769,True,False
4D78,6BD5,holo-holo different ligand,0.51379823368058,4.533622339052451,6.546385767303355,True,False
4D78,6BD6,holo-holo different ligand,0.4065223164496454,3.997414442887907,5.73834697181035,True,False
4D78,6BD7,holo-holo different ligand,0.5409772877814313,4.550509739020094,6.48750348490016,True,False
4D78,6BD8,holo-holo different ligand,0.4774503717589974,4.330025453295674,6.183466244720349,True,False
4D78,6BDI,holo-holo different ligand,0.5281853559344303,4.4814251130220475,6.260392109530475,True,False
4D78,6BDK,holo-holo different ligand,0.5422603971519182,4.484308686695637,6.3142940560503265,True,False
4D78,6MA6,holo-holo different ligand,0.5768951871107904,4.612430336921534,6.455388878232172,True,False
4D78,6MA7,holo-holo different ligand,0.613107594444256,4.877342729039882,6.716189105493385,True,False
4D78,6OO9,holo-holo different ligand,0.7294184444136849,4.746637279538899,6.703335425739525,True,False
4D78,6OOB,holo-holo different ligand,0.6660717484893126,4.8539120575000645,7.019825682551755,True,False
4D78,6UNJ,holo-holo different ligand,0.4721934124072732,5.831935877206304,6.962551990914546,False,False
4D78,7KVH,holo-holo different ligand,0.34106918181196905,1.100785900595746,1.7500786083670226,False,True
