kind,donor,ligand,pdb,n_span,n_core,core_fit,rms,max_dev,control_ihelix_rms,dropped
apo,1TQN,MWV,6OO9,7,150.0,0.43194170350332833,0.32948257275301235,0.4343513197126627,0.278723969744368,
apo,1TQN,MWY,6OOA,1,,,,,,span < 4 residues in common
apo,1TQN,MYT,1W0G,7,146.0,0.5628522184101414,0.5914259858653976,0.9275211615159574,0.4945329903805924,
apo,1TQN,NH0,7UF9,0,,,,,,span < 4 residues in common
apo,1TQN,NI6,7UFA,7,148.0,0.47244622524893326,7.121398376709458,8.913195692938812,0.6974977536686306,
apo,1TQN,NJ0,7UFB,7,151.0,0.5086054468099656,0.36068079869906333,0.514690118612926,0.4451534795137942,
apo,1TQN,NJO,7UFC,7,151.0,0.6804273443267999,0.9404094599586277,1.4492518238057974,0.6053288760700708,
apo,1TQN,NXR,7UFE,7,149.0,1.0402514957584588,4.5684663962605745,5.827582815930617,1.163581701350975,
apo,1TQN,NYF,7UFF,7,149.0,1.041451307043235,4.590455304254927,5.871099327255836,1.162733542597579,
apo,1TQN,PG0,9BV6,6,150.0,0.47386687508542485,4.92889697138346,6.5848406965724475,0.5940888007529044,
apo,1TQN,PG4,9YK4,7,149.0,0.4835014117703156,0.4286916965517228,0.5565144155876892,0.39308361974314354,
apo,1TQN,PK9,4D6Z,7,146.0,0.31973418013179317,0.379852427732636,0.4517995699728467,0.36045105460273846,
apo,1TQN,PKT,4D7D,7,147.0,0.7264454044820478,4.475378040809048,7.25746076103788,0.9090333842963065,
apo,1TQN,QDJ,6UNL,0,,,,,,span < 4 residues in common
apo,1TQN,QDP,6UNM,0,,,,,,span < 4 residues in common
apo,1TQN,QDV,6UNI,0,,,,,,span < 4 residues in common
apo,1TQN,QDY,6UNJ,7,147.0,0.9153625771800594,4.527738771341642,6.9756817493185395,1.20971933450023,
apo,1TQN,QE4,6UNK,3,,,,,,span < 4 residues in common
apo,1TQN,QEA,6UNH,4,147.0,0.6546810371851776,0.6848001855771025,0.7889839151038833,0.8219096786483463,
apo,1TQN,QEP,6UNG,4,149.0,0.6073280447737337,0.716622569394138,0.8627860172808249,0.9075748390270655,
apo,1TQN,QES,6UNE,4,148.0,0.5478698502729511,1.030399462367802,1.149654978824465,0.73841046319556,
apo,1TQN,RIT,3NXU,7,147.0,0.9834591851050153,4.696525669429202,5.9687912869987025,1.2041489383954673,
apo,1TQN,T0K,7UFD,7,151.0,0.6619569700798346,0.9910501465642435,1.5742002695981103,0.5998469488101541,
apo,1TQN,TCI,9PLJ,7,151.0,0.41987938156232774,0.44744948028119963,0.5425230731470224,0.29754053702760946,
apo,1TQN,X5Y,7KVH,7,147.0,0.8221671480503111,4.9992083172097965,6.593518357510008,1.0906052713662067,
apo,1TQN,X6J,7KVP,3,,,,,,span < 4 residues in common
apo,1TQN,X6S,7KVO,7,150.0,0.9860899691049083,4.465689754525365,5.808810750917473,1.1121244099227183,
apo,1TQN,X6V,7KVN,7,146.0,0.8049979550958771,4.77603029974259,6.130395821617804,1.0862110454003429,
apo,1TQN,X71,7KVM,2,,,,,,span < 4 residues in common
apo,1TQN,X74,7KVS,7,149.0,0.9952968254007453,4.525040727834324,6.004611129980931,1.1371679084529314,
apo,1TQN,X7D,7KVQ,7,147.0,0.7852935464146374,4.532063288902029,5.942773594172015,1.0697476189527124,
apo,1TQN,X7J,7KVK,7,150.0,1.0912466135163588,4.564491961939147,5.945149555237017,1.221743434481427,
apo,1TQN,X7M,7KVJ,0,,,,,,span < 4 residues in common
apo,1TQN,X7P,7KVI,1,,,,,,span < 4 residues in common
apo,1TQN,Y83,6BDM,4,150.0,0.6348160533442931,2.9419131457293832,5.421305681313928,1.0150384287366896,
apo,1TQN,YNV,7LXL,2,,,,,,span < 4 residues in common
apo,1TQN,Z8Z,4I4G,7,147.0,0.7454432723071709,5.387917116497021,7.605507093101414,0.947240430730508,
apo,1TQN,Z9Z,4I4H,7,147.0,0.7577601346886828,4.6765114140026585,6.0193713392749,0.993636710932834,
apo,1W0E,08J,5TE8,7,144.0,0.6615551581722368,7.308774941643662,11.991356934320054,0.5445915303677237,
apo,1W0E,08Y,3UA1,7,144.0,0.5090196304206166,0.45192291412698826,0.8086157928981845,0.33456376059817977,
apo,1W0E,1RD,4K9T,7,144.0,0.7558160218158341,4.601145901728392,6.7134936677434105,0.996418222388015,
apo,1W0E,2QH,4NY4,7,144.0,0.5706490419739532,1.0444865409769708,2.0782502259947964,0.6529036200645444,
apo,1W0E,5AW,4K9U,1,,,,,,span < 4 residues in common
apo,1W0E,6AW,4K9V,7,144.0,0.5358500914221024,1.0424547817830423,2.1562940235305406,0.4827885457932453,
apo,1W0E,7AW,4K9W,7,144.0,0.9972614909068045,4.823491850972912,6.231823780547382,1.2198380998546599,
apo,1W0E,80K,6BD6,7,144.0,0.6103719129901714,1.0819278518964857,1.9189990321185126,0.8222637574279398,
apo,1W0E,8AW,4K9X,5,144.0,0.7632662344041384,4.914157399240567,5.99456292558312,0.9978359031683841,
apo,1W0E,A1A06,9COS,0,,,,,,span < 4 residues in common
apo,1W0E,A1A07,9COR,1,,,,,,span < 4 residues in common
apo,1W0E,A1A08,9COT,0,,,,,,span < 4 residues in common
apo,1W0E,A1A4K,9COX,0,,,,,,span < 4 residues in common
apo,1W0E,A1A4S,9COV,0,,,,,,span < 4 residues in common
apo,1W0E,A1A4T,9COY,0,,,,,,span < 4 residues in common
apo,1W0E,A1A4U,9COU,0,,,,,,span < 4 residues in common
apo,1W0E,A1A4V,9COW,0,,,,,,span < 4 residues in common
apo,1W0E,A1APA,9BBB,1,,,,,,span < 4 residues in common
apo,1W0E,A1ASO,9BVC,7,144.0,0.461596303821064,0.7556024906448321,1.0751295887133996,0.44181340533728586,
apo,1W0E,A1ASP,9BVB,7,144.0,0.4684456867518047,0.6120512411132257,0.7546486254083145,0.42675663423744303,
apo,1W0E,A1ASQ,9BVA,7,144.0,0.4704741276200332,0.5348949308932708,0.7524084181037803,0.47950795573688004,
apo,1W0E,A1ASR,9BV9,7,144.0,0.4696602780704887,0.6131300388592849,0.7539271466096532,0.4141185984261383,
apo,1W0E,A1ASS,9BV8,7,144.0,0.46473580465860537,0.4482234360467132,0.6783026402608991,0.38675302957456636,
apo,1W0E,A1AST,9BV7,7,144.0,0.4916212965634069,0.7674217497827183,1.146723743250386,0.4814912017683294,
apo,1W0E,A1ASU,9BV6,6,144.0,0.5169131682335608,4.708708388253576,6.371284109470669,0.6209468267495449,
apo,1W0E,A1ASV,9BV5,7,144.0,0.5155472056778693,0.5139130242025082,0.8029019502462451,0.4039759833762584,
apo,1W0E,A1BNX,9MS1,2,,,,,,span < 4 residues in common
apo,1W0E,A1CIW,9PLK,4,144.0,0.5046023974440542,4.951980842262983,7.24343270336631,0.46553813776440534,
apo,1W0E,CFF,8SO1,7,144.0,0.4720116041215502,0.33324012104262263,0.5231540811595204,0.2301972327626331,
apo,1W0E,CL6,8SPD,7,144.0,0.5011180661121086,7.418033978323064,9.023002660023797,0.5231950336519717,
apo,1W0E,D0R,3TJS,2,,,,,,span < 4 residues in common
apo,1W0E,D7J,6BD7,7,144.0,0.4905483191740923,0.4758263643561298,0.6748535998654808,0.4306464810218764,
apo,1W0E,D7M,6BD5,7,144.0,0.5074170867404275,0.3970065105484059,0.6386292350734268,0.47397109418866606,
apo,1W0E,D7Y,6BCZ,7,144.0,0.4915581967200362,0.4578086714154816,0.6776662310476934,0.40604569047100686,
apo,1W0E,D81,6BD8,7,144.0,0.6056591242579529,0.7576477657609513,0.9928786876822411,0.8108195900634827,
apo,1W0E,DEJ,6BDI,7,144.0,0.4956837077763862,0.4357029387664045,0.6604961853707861,0.46567714865720244,
apo,1W0E,DEV,6BDH,0,,,,,,span < 4 residues in common
apo,1W0E,DJ1,6BDK,7,144.0,0.4765069331640041,0.49726017459883004,0.7012145163660795,0.4531854380133826,
apo,1W0E,ERY,2J0D,4,144.0,0.5441288030139166,6.074111406723557,8.24201260770738,0.4932016875059472,
apo,1W0E,FZV,6DAC,4,144.0,0.5140303964670118,2.312667343787891,4.565313254614372,0.6240827261195135,
apo,1W0E,G0D,6DA2,3,,,,,,span < 4 residues in common
apo,1W0E,G0J,6DA8,1,,,,,,span < 4 residues in common
apo,1W0E,G0M,6DAA,1,,,,,,span < 4 residues in common
apo,1W0E,G0V,6DAB,0,,,,,,span < 4 residues in common
apo,1W0E,G1J,6DA5,1,,,,,,span < 4 residues in common
apo,1W0E,J9K,4D78,7,144.0,0.73615955466387,4.737772696849789,6.590242871520178,0.9673779890052044,
apo,1W0E,KLN,2V0M,7,144.0,0.8799733963885987,5.3279206714235,6.75586039842362,1.157188353452683,
apo,1W0E,MF8,5G5J,7,144.0,0.4815730201922695,0.3170677279159569,0.35223353172615035,0.2604261299955386,
apo,1W0E,MWS,6OOB,7,144.0,0.48720526726284746,0.4245865720572323,0.502713485834538,0.3524296905998627,
apo,1W0E,MWV,6OO9,7,144.0,0.5072910458840829,0.2723535092081734,0.3569687980716259,0.3065965674048246,
apo,1W0E,MWY,6OOA,1,,,,,,span < 4 residues in common
apo,1W0E,MYT,1W0G,7,144.0,0.40385909125717034,0.46943878763747643,0.7788157838198038,0.3702438642397566,
apo,1W0E,NH0,7UF9,0,,,,,,span < 4 residues in common
apo,1W0E,NI6,7UFA,7,144.0,0.5879678069226493,7.182027128584404,8.899295038528987,0.7912562502364814,
apo,1W0E,NJ0,7UFB,7,144.0,0.4843981174392753,0.3055693256250534,0.4875243548085519,0.4412488984471183,
apo,1W0E,NJO,7UFC,7,144.0,0.5829199785277555,0.732568337623992,1.2442573181163927,0.6334681307676356,
apo,1W0E,NXR,7UFE,7,144.0,0.8897524755775247,4.7154882871502535,6.213117733278396,1.1394391716422487,
apo,1W0E,NYF,7UFF,7,144.0,0.8896553980766255,4.7372683374864835,6.256476030030198,1.1385915195446115,
apo,1W0E,PG0,9BV6,6,144.0,0.5169131682335608,4.708708388253576,6.371284109470669,0.6209468267495449,
apo,1W0E,PG4,9YK4,7,144.0,0.48538085632849637,0.3348622883161612,0.5711502808261313,0.35530439305725126,
apo,1W0E,PK9,4D6Z,7,144.0,0.48896896048929855,0.32943490678875575,0.5931366496635718,0.3316063208333083,
apo,1W0E,PKT,4D7D,7,144.0,0.7183308482945984,4.376995833346452,7.059467044240628,0.9642374477872105,
apo,1W0E,QDJ,6UNL,0,,,,,,span < 4 residues in common
apo,1W0E,QDP,6UNM,0,,,,,,span < 4 residues in common
apo,1W0E,QDV,6UNI,0,,,,,,span < 4 residues in common
apo,1W0E,QDY,6UNJ,7,144.0,0.9008745768960588,4.522184486352029,6.888873399838823,1.2293145785601456,
apo,1W0E,QE4,6UNK,3,,,,,,span < 4 residues in common
apo,1W0E,QEA,6UNH,4,144.0,0.7112454420412423,0.7301411840505582,1.045639139685179,0.8849512771462732,
apo,1W0E,QEP,6UNG,4,144.0,0.6620370587278078,0.7058615324471339,0.8476404194998476,0.9689515449610646,
apo,1W0E,QES,6UNE,4,144.0,0.5925916823334405,0.9757431836213043,1.0656394526058803,0.8065102331652871,
apo,1W0E,RIT,3NXU,7,144.0,0.9975283792092537,4.741750187126778,5.9858632586937714,1.2226929121446846,
apo,1W0E,T0K,7UFD,7,144.0,0.557294831120473,0.8248869618685155,1.3372945270135705,0.5888167004645427,
apo,1W0E,TCI,9PLJ,7,144.0,0.4688244152350007,0.49371570226934847,0.7028102149346994,0.31871923024584387,
apo,1W0E,X5Y,7KVH,7,144.0,0.8333160278086188,5.020568043587997,6.898738733828684,1.147968182465908,
apo,1W0E,X6J,7KVP,3,,,,,,span < 4 residues in common
apo,1W0E,X6S,7KVO,7,144.0,0.8408890030168169,4.591035959764077,6.185720633640262,1.0893064729553585,
apo,1W0E,X6V,7KVN,7,144.0,0.8796837161198893,4.782337844642247,6.4450482952166155,1.1455440769906515,
apo,1W0E,X71,7KVM,2,,,,,,span < 4 residues in common
apo,1W0E,X74,7KVS,7,144.0,0.8402322573922932,4.636631020077723,6.373089244760441,1.129150548581274,
apo,1W0E,X7D,7KVQ,7,144.0,0.8388138310999066,4.567034590221016,6.275544505674629,1.1016499612321808,
apo,1W0E,X7J,7KVK,7,144.0,0.9237897959219519,4.71919286546431,6.332491969006242,1.1889205549847195,
apo,1W0E,X7M,7KVJ,0,,,,,,span < 4 residues in common
apo,1W0E,X7P,7KVI,1,,,,,,span < 4 residues in common
apo,1W0E,Y83,6BDM,4,144.0,0.6657189806796678,2.9065979505707675,5.2732049602615865,1.0843297500960518,
apo,1W0E,YNV,7LXL,2,,,,,,span < 4 residues in common
apo,1W0E,Z8Z,4I4G,7,144.0,0.7721465186124348,5.3820010043621815,7.4376720687896,0.9976150800169287,
apo,1W0E,Z9Z,4I4H,7,144.0,0.7801422450544416,4.675153672275452,6.326707595489521,1.050228174889549,
apo,4I3Q,08J,5TE8,7,150.0,0.8137382461511609,7.200704957265898,11.909201956207223,0.6353016617666076,
apo,4I3Q,08Y,3UA1,7,148.0,0.372968496564502,0.5527978205526517,0.7995635791826132,0.25778486681221874,
apo,4I3Q,1RD,4K9T,7,146.0,0.6043178165549504,4.668438328638974,6.6884355707407535,0.9006301528647448,
apo,4I3Q,2QH,4NY4,7,148.0,0.4813130052084422,0.8416603488050591,1.5762957826412405,0.6606658875100724,
apo,4I3Q,5AW,4K9U,1,,,,,,span < 4 residues in common
apo,4I3Q,6AW,4K9V,7,146.0,0.36027436093764054,0.9714149401625424,2.0476892735598797,0.4223883348735605,
apo,4I3Q,7AW,4K9W,7,148.0,0.9790059853345453,4.5001823269372,5.738717999902409,1.2303403750652868,
apo,4I3Q,80K,6BD6,7,148.0,0.5375815100024035,0.9602868864946045,1.4024827991679794,0.7915782007768664,
apo,4I3Q,8AW,4K9X,5,147.0,0.6479165226804668,4.646836381422099,5.563329487307282,0.9604561773158338,
apo,4I3Q,A1A06,9COS,0,,,,,,span < 4 residues in common
apo,4I3Q,A1A07,9COR,1,,,,,,span < 4 residues in common
apo,4I3Q,A1A08,9COT,0,,,,,,span < 4 residues in common
apo,4I3Q,A1A4K,9COX,0,,,,,,span < 4 residues in common
apo,4I3Q,A1A4S,9COV,0,,,,,,span < 4 residues in common
apo,4I3Q,A1A4T,9COY,0,,,,,,span < 4 residues in common
apo,4I3Q,A1A4U,9COU,0,,,,,,span < 4 residues in common
apo,4I3Q,A1A4V,9COW,0,,,,,,span < 4 residues in common
apo,4I3Q,A1APA,9BBB,1,,,,,,span < 4 residues in common
apo,4I3Q,A1ASO,9BVC,7,149.0,0.5126538489436766,0.8411108498634239,1.372867168765083,0.5082973751710419,
apo,4I3Q,A1ASP,9BVB,7,150.0,0.5332301633407467,0.7080004699983037,1.1420850704639576,0.4805475097930132,
apo,4I3Q,A1ASQ,9BVA,7,149.0,0.5604470702117647,0.6626764908544954,1.1499414194538435,0.5677891956441162,
apo,4I3Q,A1ASR,9BV9,7,150.0,0.5469423888568138,0.7190686506447534,1.1480165851016362,0.4751691121732209,
apo,4I3Q,A1ASS,9BV8,7,150.0,0.49189167018825986,0.3864451341689636,0.7960616789333742,0.4153704899820091,
apo,4I3Q,A1AST,9BV7,7,149.0,0.5317854872037904,0.8548165378692708,1.4598962067931895,0.5386877926574273,
apo,4I3Q,A1ASU,9BV6,6,150.0,0.5755205943352173,4.669833289356234,6.53130161403235,0.6000340299587568,
apo,4I3Q,A1ASV,9BV5,7,150.0,0.7524687396116964,0.5851710033386701,1.159843874996564,0.4942489766739127,
apo,4I3Q,A1BNX,9MS1,2,,,,,,span < 4 residues in common
apo,4I3Q,A1CIW,9PLK,4,150.0,0.607658132957732,4.949031244056864,7.155879839057478,0.47284634337756065,
apo,4I3Q,CFF,8SO1,7,150.0,0.48052779599219464,0.32096536066758474,0.5991923446685318,0.26636394383929346,
apo,4I3Q,CL6,8SPD,7,149.0,0.6886984465927731,7.375010312728305,9.018741174075913,0.5794518699943837,
apo,4I3Q,D0R,3TJS,2,,,,,,span < 4 residues in common
apo,4I3Q,D7J,6BD7,7,150.0,0.5452404199141342,0.558796085639696,1.032911515393444,0.3912156335521141,
apo,4I3Q,D7M,6BD5,7,149.0,0.4892614753469854,0.4678179289404434,0.7637257294611041,0.4439168142563658,
apo,4I3Q,D7Y,6BCZ,7,150.0,0.5139039885465004,0.5218964713945152,0.9740356960420931,0.3288036186363739,
apo,4I3Q,D81,6BD8,7,149.0,0.5767996428489703,0.8398023255763727,1.3078541906420955,0.8448389195740086,
apo,4I3Q,DEJ,6BDI,7,149.0,0.4946784252866815,0.5097476021843027,0.9542005365467926,0.43013574407778093,
apo,4I3Q,DEV,6BDH,0,,,,,,span < 4 residues in common
apo,4I3Q,DJ1,6BDK,7,149.0,0.49640971539405687,0.5596786783623365,1.023811681839721,0.4515842158274029,
apo,4I3Q,ERY,2J0D,4,150.0,0.7679964001159385,6.052875538467507,8.365215783718448,0.5696909034287098,
apo,4I3Q,FZV,6DAC,4,149.0,0.5159809262940623,2.186571917729566,4.330935175605409,0.5984731896208725,
apo,4I3Q,G0D,6DA2,3,,,,,,span < 4 residues in common
apo,4I3Q,G0J,6DA8,1,,,,,,span < 4 residues in common
apo,4I3Q,G0M,6DAA,1,,,,,,span < 4 residues in common
apo,4I3Q,G0V,6DAB,0,,,,,,span < 4 residues in common
apo,4I3Q,G1J,6DA5,1,,,,,,span < 4 residues in common
apo,4I3Q,J9K,4D78,7,146.0,0.5344643508141691,4.57046448800326,6.580405446373897,0.874127484599385,
apo,4I3Q,KLN,2V0M,7,146.0,0.7088155568126658,5.152101306381024,6.6431934531503325,1.0957358302016298,
apo,4I3Q,MF8,5G5J,7,148.0,0.4415128311712859,0.524379935010951,0.6954519272686532,0.234206428716022,
apo,4I3Q,MWS,6OOB,7,150.0,0.521752954805306,0.5721954187596547,0.8158134712409374,0.3136811845029629,
apo,4I3Q,MWV,6OO9,7,149.0,0.5278160894145771,0.45204804396798237,0.6738320683351773,0.3505719420536794,
apo,4I3Q,MWY,6OOA,1,,,,,,span < 4 residues in common
apo,4I3Q,MYT,1W0G,7,146.0,0.6260242491180441,0.37159164366544467,0.505232857588786,0.466475489190883,
apo,4I3Q,NH0,7UF9,0,,,,,,span < 4 residues in common
apo,4I3Q,NI6,7UFA,7,148.0,0.47625675847134324,7.186954083054657,8.7392984132399,0.7238024611574184,
apo,4I3Q,NJ0,7UFB,7,150.0,0.5133233824077192,0.31707336713288015,0.43133053527192217,0.4743359579044156,
apo,4I3Q,NJO,7UFC,7,150.0,0.5993184535397701,0.6882615927063856,1.1795028130717564,0.6134104719742888,
apo,4I3Q,NXR,7UFE,7,149.0,0.9179876193721022,4.3570437126843515,5.685696175570651,1.1826604488392014,
apo,4I3Q,NYF,7UFF,7,149.0,0.9188000148825705,4.380243146555826,5.729606694180796,1.1822610350531657,
apo,4I3Q,PG0,9BV6,6,150.0,0.5755205943352173,4.669833289356234,6.53130161403235,0.6000340299587568,
apo,4I3Q,PG4,9YK4,7,149.0,0.5340379203273395,0.4096621856738434,0.6127504996632233,0.4035653171137299,
apo,4I3Q,PK9,4D6Z,7,146.0,0.3553400221251702,0.3981270574568123,0.5783406846553063,0.36065608176968356,
apo,4I3Q,PKT,4D7D,7,147.0,0.6381899560781005,4.195568781337463,6.978489561277761,0.9153675519831252,
apo,4I3Q,QDJ,6UNL,0,,,,,,span < 4 residues in common
apo,4I3Q,QDP,6UNM,0,,,,,,span < 4 residues in common
apo,4I3Q,QDV,6UNI,0,,,,,,span < 4 residues in common
apo,4I3Q,QDY,6UNJ,7,147.0,0.8132099023033718,4.507307234956237,6.710677518160947,1.2049067081418876,
apo,4I3Q,QE4,6UNK,3,,,,,,span < 4 residues in common
apo,4I3Q,QEA,6UNH,4,147.0,0.5783058235336919,0.563121375854576,0.6449084102882855,0.8725443356473427,
apo,4I3Q,QEP,6UNG,4,149.0,0.6143264758054635,0.659131334190788,0.8282655966310641,0.9407444005082375,
apo,4I3Q,QES,6UNE,4,148.0,0.5570898331943118,0.9667092815707902,1.0991994561714966,0.7699661358020671,
apo,4I3Q,RIT,3NXU,7,147.0,0.8928963628129465,4.469862408195799,5.722821361267235,1.2206577117452682,
apo,4I3Q,T0K,7UFD,7,150.0,0.5770754203998851,0.7221193787962108,1.2080223312926575,0.6182909672691981,
apo,4I3Q,TCI,9PLJ,7,150.0,0.4832043675067685,0.636731273929642,0.8495044884134688,0.30467034281382815,
apo,4I3Q,X5Y,7KVH,7,147.0,0.729899058822177,4.783711363192901,6.441922518321638,1.1136861364535995,
apo,4I3Q,X6J,7KVP,3,,,,,,span < 4 residues in common
apo,4I3Q,X6S,7KVO,7,150.0,0.8562747016506703,4.272589462409566,5.666144381833555,1.136667140245581,
apo,4I3Q,X6V,7KVN,7,146.0,0.6765281797610809,4.561466886032674,5.985119301581715,1.0972732805614966,
apo,4I3Q,X71,7KVM,2,,,,,,span < 4 residues in common
apo,4I3Q,X74,7KVS,7,149.0,0.8897334265185324,4.3237350849632765,5.8573901699453215,1.1689264676932365,
apo,4I3Q,X7D,7KVQ,7,147.0,0.7032050422610621,4.317061528557665,5.797550531503526,1.0913648521543828,
apo,4I3Q,X7J,7KVK,7,150.0,0.9469452792936437,4.369470521086307,5.804190923244334,1.2318236942837684,
apo,4I3Q,X7M,7KVJ,0,,,,,,span < 4 residues in common
apo,4I3Q,X7P,7KVI,1,,,,,,span < 4 residues in common
apo,4I3Q,Y83,6BDM,4,149.0,0.5963650861387719,2.9430474347776103,5.376566983808148,1.0144277255132652,
apo,4I3Q,YNV,7LXL,2,,,,,,span < 4 residues in common
apo,4I3Q,Z8Z,4I4G,7,147.0,0.6488993692716714,5.158269531356218,7.340310025763953,0.95846645748621,
apo,4I3Q,Z9Z,4I4H,7,147.0,0.6743439531323021,4.45653433507739,5.884080774548595,1.0035222353080346,
apo,5VCC,08J,5TE8,7,149.0,0.6443186328078971,7.193479919737055,11.930226492493507,0.4923211222901394,
apo,5VCC,08Y,3UA1,7,147.0,0.30781799895279216,0.28285667342707893,0.38826571040269503,0.1886249107908929,
apo,5VCC,1RD,4K9T,7,146.0,0.7240855481919296,4.519101514519624,6.624213350684258,0.9621820177546659,
apo,5VCC,2QH,4NY4,7,147.0,0.5738582977494264,1.1983710640245713,2.3659846995743252,0.6023687317295362,
apo,5VCC,5AW,4K9U,1,,,,,,span < 4 residues in common
apo,5VCC,6AW,4K9V,7,146.0,0.40757703075880375,1.128854487571371,2.1528191236261365,0.40865922708577773,
apo,5VCC,7AW,4K9W,7,148.0,1.048734139348544,4.556664934882579,5.740838867800236,1.2709576174700667,
apo,5VCC,80K,6BD6,7,148.0,0.4439995604047471,1.2001316338604173,2.200718132191383,0.75261187513387,
apo,5VCC,8AW,4K9X,5,147.0,0.7545673801114257,4.70924624585956,5.429045143656162,0.9996441977883296,
